customer_id,first_name,last_name,email,phone,birth_date,account_open_date,account_type,status,balance_amount,deposit_amount,withdrawal_amount,credit_score,transaction_count,region,country_code,state_code,zip_code,referral_source,last_login_date,audit_required_fields_missing,audit_has_missing_required,audit_missing_required_count,audit_source_dataset,audit_load_timestamp,audit_row_id
A000260,Donna,Wright,donna.wright731@gmail.com,(911) 384-1087,1978-03-13,2009-04-01,IRA,Closed,75227.58,,5250.37,475,483,Southeast,US,MD,16051,Phone,2024-08-23,,NO,0,dataset_A,2026-05-15 16:41:45,260
A000261,William,Torres,william.torres503@outlook.com,(301) 878-1732,1966-11-15,2009-08-27,Savings,Pending,52027.96,49300.98,30680.63,561,332,Southwest,US,NJ,20912,Referral,2023-10-21,,NO,0,dataset_A,2026-05-15 16:41:45,261
A000262,Karen,Gonzalez,karen.gonzalez732@outlook.com,,1972-03-16,2023-11-03,CD,Active,56146.04,32388.56,29449.15,449,115,Northeast,US,MO,39127,Mail,2023-09-10,,NO,0,dataset_A,2026-05-15 16:41:45,262
A000263,Lisa,Nguyen,lisa.nguyen842@hotmail.com,(301) 249-3797,1984-12-13,2023-11-07,CD,Suspended,9101.83,17445.01,11978.76,429,290,Northeast,US,WA,93780,Referral,2024-05-25,,NO,0,dataset_A,2026-05-15 16:41:45,263
A000264,Ashley,Lopez,ashley.lopez450@outlook.com,(434) 512-2424,1986-06-21,2003-07-26,Checking,Inactive,79746.12,25111.46,7178.13,310,217,Southeast,US,NM,75248,Phone,2025-12-26,,NO,0,dataset_A,2026-05-15 16:41:45,264
A000265,James,Flores,james.flores195@gmail.com,(740) 900-1693,1965-02-13,2023-06-26,Money Market,Inactive,71273.09,35129.59,14850.06,682,173,Southeast,US,OH,25448,Referral,2024-08-24,,NO,0,dataset_A,2026-05-15 16:41:45,265
A000266,Andrew,Sanchez,andrew.sanchez223@outlook.com,(832) 699-1942,2005-03-22,,CD,Closed,,47956.75,4064.04,457,467,Southeast,US,WY,96066,Referral,2025-03-20,"account_open_date, balance_amount",YES,2,dataset_A,2026-05-15 16:41:45,266
A000267,Sandra,Lopez,sandra.lopez550@outlook.com,(644) 205-6885,1967-10-22,2001-10-21,Money Market,Active,10423.85,21928.6,10510.27,572,250,Southeast,US,MA,62412,Phone,2025-03-07,,NO,0,dataset_A,2026-05-15 16:41:45,267
A000268,Michael,Johnson,michael.johnson130@yahoo.com,(639) 811-1131,1975-12-21,2019-03-29,IRA,Inactive,34084.12,682.45,589.75,553,219,Northeast,US,VT,75841,Phone,2023-11-01,,NO,0,dataset_A,2026-05-15 16:41:45,268
A000269,Margaret,Williams,margaret.williams281@yahoo.com,(617) 737-6020,1970-10-06,2021-06-30,Checking,Closed,92874.38,21315.15,20100.16,552,24,Northeast,US,AR,96563,Agent,2024-08-07,,NO,0,dataset_A,2026-05-15 16:41:45,269
A000270,Joshua,Miller,joshua.miller442@yahoo.com,(899) 765-3134,1982-06-03,2023-09-21,Money Market,Inactive,24852.44,24564.32,2612.8,,98,Northeast,US,CA,81641,Phone,2025-08-29,,NO,0,dataset_A,2026-05-15 16:41:45,270
A000271,Barbara,Williams,barbara.williams131@yahoo.com,(773) 555-6996,1960-07-14,2018-10-17,IRA,Active,41530.36,35580.16,34423.34,362,355,Southwest,US,NY,99744,Phone,2023-06-03,,NO,0,dataset_A,2026-05-15 16:41:45,271
A000272,Steven,Harris,steven.harris576@hotmail.com,(913) 209-9401,1997-02-08,2009-11-18,IRA,Active,39785.32,13574.71,,584,138,Northeast,US,TN,42637,Social Media,2023-08-26,,NO,0,dataset_A,2026-05-15 16:41:45,272
A000273,Joshua,White,joshua.white333@gmail.com,(501) 532-1938,1950-12-08,2012-07-18,Checking,Pending,94616.0,44199.32,41503.91,691,131,West,US,OK,37021,Social Media,2024-10-26,,NO,0,dataset_A,2026-05-15 16:41:45,273
A000274,Margaret,Martinez,margaret.martinez457@yahoo.com,(670) 389-3885,1994-01-03,2012-08-26,Savings,Suspended,72846.1,21695.18,3113.74,765,496,West,US,FL,11545,Phone,2025-02-25,,NO,0,dataset_A,2026-05-15 16:41:45,274
A000275,James,Williams,james.williams136@yahoo.com,(209) 308-9886,1980-05-11,2006-03-31,CD,Inactive,76896.82,13382.82,3262.85,573,,Northeast,US,OH,48894,Online,,,NO,0,dataset_A,2026-05-15 16:41:45,275
A000276,Mary,Anderson,mary.anderson438@hotmail.com,(932) 315-9057,1959-11-18,2012-08-22,Money Market,Active,14311.34,32768.23,2778.89,454,271,Southeast,US,UT,65737,Branch,2024-09-09,,NO,0,dataset_A,2026-05-15 16:41:45,276
A000277,Daniel,Miller,daniel.miller278@hotmail.com,(202) 352-3401,1985-01-16,2021-06-17,CD,Closed,66004.04,46644.09,5948.79,661,217,Southwest,US,RI,93440,Referral,2024-05-18,,NO,0,dataset_A,2026-05-15 16:41:45,277
A000278,Dorothy,Wright,dorothy.wright547@hotmail.com,(791) 995-4593,,2016-04-03,Savings,Active,53013.68,41070.21,34858.4,442,73,West,US,NE,41784,Branch,2023-04-25,,NO,0,dataset_A,2026-05-15 16:41:45,278
A000279,Barbara,Harris,barbara.harris751@gmail.com,,1962-09-04,2000-07-23,CD,Inactive,69460.31,21235.44,2975.35,606,369,Northeast,US,ME,24583,,2023-12-22,,NO,0,dataset_A,2026-05-15 16:41:45,279
A000280,Margaret,Ramirez,margaret.ramirez697@hotmail.com,(633) 360-5453,1996-10-14,2005-08-12,IRA,Active,55192.67,41475.91,30940.85,379,239,Southwest,US,MO,31603,Online,2025-05-18,,NO,0,dataset_A,2026-05-15 16:41:45,280
A000281,Michael,Jones,michael.jones372@icloud.com,(416) 811-1179,1977-09-25,2001-06-14,IRA,Pending,77769.12,16773.58,8115.18,395,4,Midwest,US,MT,75564,Branch,2025-03-11,,NO,0,dataset_A,2026-05-15 16:41:45,281
A000282,William,Miller,,(688) 800-1612,1963-08-06,2004-03-08,Savings,Inactive,89599.37,25178.92,24264.1,835,174,Southeast,US,MI,48121,Referral,2025-06-01,email,YES,1,dataset_A,2026-05-15 16:41:45,282
A000283,Matthew,Thomas,matthew.thomas214@icloud.com,(215) 346-6071,1957-10-27,2014-01-26,Savings,Active,60491.14,47900.78,4274.15,771,242,Southwest,US,TN,28408,Online,2025-09-26,,NO,0,dataset_A,2026-05-15 16:41:45,283
A000284,Charles,Sanchez,charles.sanchez419@icloud.com,(582) 285-7769,1973-07-31,2002-07-23,IRA,Active,91672.58,6449.21,2423.75,374,447,Northeast,US,MN,71063,Mail,2025-08-10,,NO,0,dataset_A,2026-05-15 16:41:45,284
A000285,Michael,Sanchez,michael.sanchez787@hotmail.com,(919) 959-8802,1990-10-13,2021-01-29,Money Market,Pending,,16436.03,1025.61,740,109,Northeast,US,WI,99610,Mail,2023-12-27,balance_amount,YES,1,dataset_A,2026-05-15 16:41:45,285
A000286,Karen,Sanchez,karen.sanchez84@outlook.com,(388) 255-2514,1988-06-12,2013-04-26,CD,Suspended,87314.48,22571.05,3626.92,663,292,Northeast,US,OK,88266,Branch,2023-10-24,,NO,0,dataset_A,2026-05-15 16:41:45,286
A000287,Christopher,Smith,christopher.smith155@hotmail.com,(469) 733-1060,1961-04-12,2004-05-15,Savings,Suspended,93348.85,24972.28,15006.93,514,497,Northeast,US,MS,57683,Online,2024-09-20,,NO,0,dataset_A,2026-05-15 16:41:45,287
A000288,Linda,Young,linda.young665@hotmail.com,(543) 316-3880,1983-06-23,2007-04-18,Money Market,Suspended,41112.4,17586.45,16494.36,401,412,Northeast,US,TN,12153,Phone,2023-08-01,,NO,0,dataset_A,2026-05-15 16:41:45,288
A000289,Michelle,Wright,michelle.wright103@hotmail.com,(995) 665-7243,1992-02-17,2020-10-23,CD,Active,50087.83,40293.53,20451.42,570,462,Southwest,US,UT,41661,Online,,,NO,0,dataset_A,2026-05-15 16:41:45,289
A000290,Betty,King,betty.king840@icloud.com,(600) 397-7444,2001-11-04,2017-07-06,Money Market,Pending,31405.83,8520.54,6049.8,421,401,Midwest,US,OK,30847,Referral,2023-07-11,,NO,0,dataset_A,2026-05-15 16:41:45,290
A000291,Donna,Martinez,donna.martinez29@icloud.com,(333) 664-6867,1969-11-23,2011-01-01,CD,Closed,70611.38,46029.72,43036.68,405,474,Northeast,US,GA,47022,Referral,2023-07-10,,NO,0,dataset_A,2026-05-15 16:41:45,291
A000292,Betty,Wilson,betty.wilson401@gmail.com,(903) 629-7148,1990-06-14,2000-06-15,IRA,Active,48849.21,1097.85,380.72,305,379,Northeast,US,IL,89444,Online,2025-11-26,,NO,0,dataset_A,2026-05-15 16:41:45,292
A000293,Jessica,White,jessica.white118@yahoo.com,(480) 693-4264,1981-04-09,2013-03-15,CD,Suspended,2464.51,6928.25,1337.53,587,52,West,US,MD,31712,Social Media,2025-09-26,,NO,0,dataset_A,2026-05-15 16:41:45,293
A000294,Sandra,Hill,sandra.hill766@outlook.com,(582) 847-2052,1953-01-11,2018-05-20,IRA,Closed,81497.17,31145.55,25198.01,490,37,Midwest,US,MS,29010,Social Media,2023-01-20,,NO,0,dataset_A,2026-05-15 16:41:45,294
A000295,Nancy,Wilson,nancy.wilson477@icloud.com,(739) 422-2686,2004-07-15,2018-12-01,Money Market,Closed,79421.56,44937.2,22196.02,581,63,West,US,MA,87485,Mail,,,NO,0,dataset_A,2026-05-15 16:41:45,295
A000296,James,Robinson,,(271) 681-2558,1987-03-29,2014-03-24,IRA,Closed,84085.11,20140.54,6010.82,805,495,Midwest,US,SC,23466,Online,2023-01-22,email,YES,1,dataset_A,2026-05-15 16:41:45,296
A000297,Christopher,Ramirez,christopher.ramirez232@yahoo.com,(205) 904-1860,1953-11-12,2013-08-25,IRA,Suspended,8345.68,36205.4,4987.78,429,75,Southwest,US,SD,68560,Agent,2025-12-16,,NO,0,dataset_A,2026-05-15 16:41:45,297
A000298,Dorothy,Moore,dorothy.moore330@hotmail.com,(448) 875-4373,1956-09-28,2000-08-03,CD,Inactive,22195.97,13190.6,10737.09,826,389,Southwest,US,TN,30184,Social Media,2023-09-24,,NO,0,dataset_A,2026-05-15 16:41:45,298
A000299,Matthew,Lewis,matthew.lewis889@icloud.com,(514) 791-2672,1959-08-13,2000-09-28,Checking,Suspended,51103.14,39001.05,10357.85,386,108,West,US,NV,76574,,,,NO,0,dataset_A,2026-05-15 16:41:45,299
A000300,Sandra,Gonzalez,sandra.gonzalez302@yahoo.com,(897) 251-5078,1969-09-13,2001-08-07,Checking,Pending,39970.56,29702.46,18422.08,701,112,Midwest,US,NY,36962,Branch,2024-12-12,,NO,0,dataset_A,2026-05-15 16:41:45,300
A000301,Joshua,Jackson,joshua.jackson752@gmail.com,(904) 444-3789,1956-03-25,2020-06-02,CD,Suspended,8971.38,25162.01,6638.55,309,496,Northeast,US,NY,42441,Mail,2023-02-05,,NO,0,dataset_A,2026-05-15 16:41:45,301
A000302,Charles,Anderson,charles.anderson538@icloud.com,(663) 702-6747,1973-02-01,,Money Market,Closed,16314.13,7329.15,6280.76,795,351,Northeast,US,GA,63781,Social Media,2023-10-18,account_open_date,YES,1,dataset_A,2026-05-15 16:41:45,302
A000303,Sarah,Torres,sarah.torres759@hotmail.com,(480) 841-9927,1990-04-22,2015-08-25,CD,Closed,35621.7,37218.26,19356.39,425,232,Midwest,US,ME,24442,Online,2023-10-29,,NO,0,dataset_A,2026-05-15 16:41:45,303
A000304,Kimberly,Jackson,,,1950-06-16,2000-01-11,Money Market,Closed,66264.19,15182.28,14552.58,388,73,Southeast,US,NV,86706,Online,2023-03-07,email,YES,1,dataset_A,2026-05-15 16:41:45,304
A000305,Sarah,Harris,sarah.harris433@hotmail.com,(777) 646-6283,1962-06-27,2011-03-20,Savings,Closed,96674.13,4906.93,4549.31,487,448,Northeast,US,FL,79018,Mail,2025-10-28,,NO,0,dataset_A,2026-05-15 16:41:45,305
A000306,Ashley,Thompson,ashley.thompson438@hotmail.com,(631) 290-3303,1977-02-16,2016-09-26,IRA,Closed,41760.82,20512.93,2583.31,773,447,Northeast,US,CO,17168,Referral,2023-08-08,,NO,0,dataset_A,2026-05-15 16:41:45,306
A000307,Charles,Torres,charles.torres494@outlook.com,(918) 409-9458,1994-06-09,2006-12-10,Checking,Suspended,86363.57,6072.13,407.7,423,126,Southwest,US,AK,76296,Mail,2023-09-07,,NO,0,dataset_A,2026-05-15 16:41:45,307
A000308,Susan,Thomas,susan.thomas862@icloud.com,(349) 851-1354,1971-08-05,2024-07-09,Money Market,Closed,25657.29,30638.0,15103.44,700,409,Southwest,US,NV,29420,Online,2023-09-04,,NO,0,dataset_A,2026-05-15 16:41:45,308
A000309,Donna,Martin,donna.martin35@icloud.com,(669) 483-1149,1982-02-04,2022-07-28,IRA,Suspended,44170.18,45405.42,6874.5,647,439,Midwest,US,WI,96303,Referral,2023-05-20,,NO,0,dataset_A,2026-05-15 16:41:45,309
A000310,Donald,Hill,donald.hill675@yahoo.com,(531) 802-6703,1986-03-23,2007-02-20,Checking,Suspended,57391.91,46370.61,35237.46,542,450,Southwest,US,WI,65057,,2023-08-23,,NO,0,dataset_A,2026-05-15 16:41:45,310
A000311,Robert,Lewis,robert.lewis782@outlook.com,(586) 336-4272,1994-01-22,2010-02-11,CD,Pending,60456.6,42033.97,24468.31,398,414,Northeast,US,MS,63480,Phone,2023-05-28,,NO,0,dataset_A,2026-05-15 16:41:45,311
A000312,Kimberly,Young,kimberly.young195@yahoo.com,(341) 268-8190,1983-09-29,2005-09-14,Checking,Suspended,56822.19,23686.64,7838.38,596,128,Midwest,US,CA,30691,Referral,2024-05-09,,NO,0,dataset_A,2026-05-15 16:41:45,312
A000313,Steven,Martin,steven.martin409@icloud.com,,1973-05-28,2002-08-31,Money Market,Active,5193.14,34875.9,33062.27,336,36,West,US,WV,90272,Online,2025-09-07,,NO,0,dataset_A,2026-05-15 16:41:45,313
A000314,John,Miller,john.miller37@hotmail.com,,1997-12-04,2000-10-23,CD,Suspended,50514.23,32516.85,13879.28,748,315,Midwest,US,MN,35381,Referral,2023-04-29,,NO,0,dataset_A,2026-05-15 16:41:45,314
A000315,Donna,Smith,donna.smith233@hotmail.com,(215) 937-5094,1956-11-15,2008-02-06,Money Market,Pending,74621.31,44416.77,12988.03,790,336,Midwest,US,OH,36982,Mail,2025-01-01,,NO,0,dataset_A,2026-05-15 16:41:45,315
A000316,Lisa,White,lisa.white799@icloud.com,(715) 306-1884,1986-11-10,2021-10-23,Savings,Pending,28914.68,32682.19,6888.41,,357,Southwest,US,DE,12790,Mail,2024-07-07,,NO,0,dataset_A,2026-05-15 16:41:45,316
A000317,,Garcia,,(588) 388-8062,1977-05-18,2015-08-08,Money Market,Closed,85384.71,19196.81,14536.83,744,400,Northeast,US,CT,82521,Mail,2024-08-11,"first_name, email",YES,2,dataset_A,2026-05-15 16:41:45,317
A000318,Andrew,Torres,andrew.torres788@icloud.com,(215) 487-5495,1972-06-03,2017-09-13,Money Market,Closed,25640.12,48015.25,38904.81,427,338,Midwest,US,ID,68170,,2025-08-13,,NO,0,dataset_A,2026-05-15 16:41:45,318
A000319,Donald,Scott,donald.scott224@hotmail.com,(265) 651-3945,1974-10-10,2005-09-15,Savings,Pending,5387.78,46941.71,30728.08,818,296,West,US,VA,39878,Online,,,NO,0,dataset_A,2026-05-15 16:41:45,319
A000320,Paul,Williams,paul.williams615@yahoo.com,(533) 784-7084,1987-04-27,2012-09-12,IRA,Closed,34647.83,3873.96,2525.74,601,82,Midwest,US,GA,87493,Online,2024-03-09,,NO,0,dataset_A,2026-05-15 16:41:45,320
A000321,Steven,Nguyen,steven.nguyen730@outlook.com,(980) 864-2285,1970-02-24,2024-08-04,Checking,Pending,93963.95,18941.98,12486.51,624,428,Southeast,US,MI,41860,Social Media,2025-01-11,,NO,0,dataset_A,2026-05-15 16:41:45,321
A000322,Linda,Thomas,linda.thomas456@hotmail.com,(819) 435-8355,1970-08-12,2005-08-14,CD,Pending,35869.06,17599.23,14006.45,420,215,Southeast,US,OR,74775,Agent,2024-02-10,,NO,0,dataset_A,2026-05-15 16:41:45,322
A000323,James,Hernandez,james.hernandez124@hotmail.com,(234) 641-1392,1956-07-20,2023-09-29,Money Market,Inactive,25969.3,27728.94,19742.55,644,315,Northeast,US,CA,56525,Mail,2025-07-10,,NO,0,dataset_A,2026-05-15 16:41:45,323
A000324,Charles,Walker,charles.walker717@yahoo.com,(355) 207-7060,1990-09-09,2007-12-05,Money Market,Active,73211.04,36185.37,1747.32,837,432,Midwest,US,MA,60340,Referral,2023-10-21,,NO,0,dataset_A,2026-05-15 16:41:45,324
A000325,Jessica,Ramirez,jessica.ramirez532@outlook.com,(480) 698-8191,1965-03-11,2011-08-21,Savings,Closed,57301.35,30773.87,25812.81,328,20,West,US,OH,35576,Online,2023-02-22,,NO,0,dataset_A,2026-05-15 16:41:45,325
A000326,Andrew,Ramirez,andrew.ramirez750@hotmail.com,(322) 655-8082,1957-10-17,2005-03-23,Savings,Active,51849.84,41551.89,11472.81,825,37,Midwest,US,AZ,66803,Online,2025-12-03,,NO,0,dataset_A,2026-05-15 16:41:45,326
A000327,Emily,Williams,emily.williams972@gmail.com,(681) 355-8938,1994-07-25,2003-12-24,Savings,Active,24214.33,29317.17,17919.16,339,134,West,US,KS,93586,Referral,2024-01-04,,NO,0,dataset_A,2026-05-15 16:41:45,327
A000328,Charles,Young,charles.young502@hotmail.com,(973) 982-5706,1990-02-12,2019-01-21,Money Market,Active,59583.13,27170.67,3479.42,800,351,Midwest,US,LA,76517,Branch,2025-04-17,,NO,0,dataset_A,2026-05-15 16:41:45,328
A000329,Christopher,Taylor,christopher.taylor692@outlook.com,(697) 945-4587,1954-02-04,2009-12-04,IRA,Inactive,40828.52,40451.53,39167.43,432,10,Northeast,US,MO,21829,Social Media,2024-12-23,,NO,0,dataset_A,2026-05-15 16:41:45,329
A000330,Patricia,King,patricia.king216@outlook.com,(497) 365-7125,1969-05-06,2000-08-11,IRA,Active,53315.0,49260.86,2083.0,324,395,Northeast,US,LA,26206,Social Media,2025-03-31,,NO,0,dataset_A,2026-05-15 16:41:45,330
A000331,Karen,Garcia,karen.garcia79@gmail.com,(754) 819-3487,2002-10-08,2014-01-01,Checking,Closed,50203.22,35174.46,9295.55,782,219,Southwest,US,OK,46511,Mail,2025-12-28,,NO,0,dataset_A,2026-05-15 16:41:45,331
A000332,Mary,Young,mary.young746@hotmail.com,(225) 606-4802,1992-10-10,2013-12-07,Checking,Active,95121.47,38135.02,35926.75,385,315,West,US,WA,84270,Social Media,2025-10-07,,NO,0,dataset_A,2026-05-15 16:41:45,332
A000333,Nancy,Martinez,nancy.martinez38@outlook.com,(775) 700-9938,1971-02-24,2021-08-31,Checking,Active,68744.26,29936.5,,424,224,Northeast,US,AZ,65598,Mail,2025-12-10,,NO,0,dataset_A,2026-05-15 16:41:45,333
A000334,Emily,Clark,emily.clark409@gmail.com,(735) 530-7088,1964-11-20,2009-03-03,Money Market,Pending,29323.48,21773.97,4585.97,438,366,Northeast,US,MA,64565,Branch,2023-05-18,,NO,0,dataset_A,2026-05-15 16:41:45,334
A000335,Richard,Gonzalez,richard.gonzalez711@gmail.com,(558) 851-4703,1951-04-08,2019-02-12,Money Market,Pending,53542.02,16551.76,9287.4,507,78,Southeast,US,LA,33373,Referral,2023-09-17,,NO,0,dataset_A,2026-05-15 16:41:45,335
A000336,Matthew,Perez,matthew.perez590@icloud.com,(414) 372-1043,1969-06-02,2006-07-28,Checking,Closed,60279.91,48332.94,6620.4,735,167,Northeast,US,KS,83419,Mail,2025-02-28,,NO,0,dataset_A,2026-05-15 16:41:45,336
A000337,Lisa,King,lisa.king325@icloud.com,(484) 928-3341,2000-04-14,2011-03-28,CD,Closed,7359.07,30269.05,25891.31,654,109,Southeast,US,MO,59047,Branch,2023-01-22,,NO,0,dataset_A,2026-05-15 16:41:45,337
A000338,Kimberly,Gonzalez,kimberly.gonzalez6@icloud.com,(821) 479-1549,1992-12-13,2011-05-08,IRA,Active,30694.27,4705.42,4692.39,802,383,West,US,CT,15006,,2023-12-29,,NO,0,dataset_A,2026-05-15 16:41:45,338
A000339,Linda,Brown,linda.brown455@gmail.com,(955) 217-6450,1978-05-24,,CD,Active,31080.77,42894.52,21512.7,385,22,Southeast,US,VT,76252,Mail,2023-01-07,account_open_date,YES,1,dataset_A,2026-05-15 16:41:45,339
A000340,Daniel,Davis,daniel.davis350@hotmail.com,(292) 386-2415,2003-01-13,2007-08-06,Money Market,Suspended,56601.41,34814.61,8589.88,495,377,Northeast,US,MO,47627,Branch,2024-10-08,,NO,0,dataset_A,2026-05-15 16:41:45,340
A000341,Richard,Moore,richard.moore905@yahoo.com,(792) 572-6715,1996-12-04,2007-08-25,IRA,Suspended,17299.76,14746.62,14654.54,595,358,West,US,WV,45251,Online,2024-03-07,,NO,0,dataset_A,2026-05-15 16:41:45,341
A000342,Thomas,Williams,thomas.williams945@gmail.com,(777) 586-1554,1959-05-21,2000-05-09,Money Market,Closed,51461.5,31555.68,28815.03,778,,Southwest,US,PA,85492,Agent,2025-03-28,,NO,0,dataset_A,2026-05-15 16:41:45,342
A000343,Thomas,White,thomas.white616@outlook.com,(719) 310-7897,1974-03-02,2001-04-12,Money Market,Pending,47997.04,20057.66,3980.69,442,170,Northeast,US,CO,50537,Social Media,2024-12-09,,NO,0,dataset_A,2026-05-15 16:41:45,343
A000344,Ashley,Smith,ashley.smith675@yahoo.com,(647) 292-5009,,2015-06-18,CD,Inactive,19640.86,8603.42,7152.43,398,162,Southeast,US,MT,52875,Referral,2025-05-19,,NO,0,dataset_A,2026-05-15 16:41:45,344
A000345,Robert,Thompson,robert.thompson501@icloud.com,(713) 201-7523,1970-08-23,2001-12-25,Checking,Closed,2203.08,44279.41,6675.01,,91,West,US,CT,70938,Social Media,2023-07-27,,NO,0,dataset_A,2026-05-15 16:41:45,345
A000346,James,Hernandez,james.hernandez327@yahoo.com,(611) 632-1893,1973-03-16,2020-03-13,CD,Closed,57255.56,19199.51,2144.05,734,196,Northeast,US,GA,10911,Referral,2024-06-12,,NO,0,dataset_A,2026-05-15 16:41:45,346
A000347,Michelle,Robinson,michelle.robinson446@gmail.com,(813) 902-7050,1980-04-10,2001-01-20,Money Market,Closed,46208.7,1992.22,,665,272,Southeast,US,ID,21016,Phone,2023-10-24,,NO,0,dataset_A,2026-05-15 16:41:45,347
A000348,Karen,Thompson,karen.thompson996@hotmail.com,,1983-06-12,2004-07-14,Checking,Closed,68743.69,12205.04,,381,221,Southeast,US,OR,44206,Referral,2024-05-14,,NO,0,dataset_A,2026-05-15 16:41:45,348
A000349,Betty,Torres,betty.torres485@yahoo.com,(887) 246-7531,,2000-11-02,Money Market,Closed,75952.26,21847.28,13869.89,,113,Midwest,US,WA,89864,Social Media,2025-05-11,,NO,0,dataset_A,2026-05-15 16:41:45,349
A000350,Paul,Harris,paul.harris488@icloud.com,(960) 710-4451,1965-04-02,2018-01-27,IRA,Active,763.01,17029.8,5880.38,842,149,Southwest,US,UT,71260,Online,2023-12-08,,NO,0,dataset_A,2026-05-15 16:41:45,350
A000351,Sandra,Clark,sandra.clark784@gmail.com,(750) 334-7200,1961-01-29,2009-06-24,Savings,Inactive,75014.54,14194.38,13894.83,660,214,Midwest,US,MA,57602,Agent,2024-10-12,,NO,0,dataset_A,2026-05-15 16:41:45,351
A000352,Margaret,Anderson,margaret.anderson880@hotmail.com,,1991-08-19,2004-05-29,CD,Suspended,49230.74,23195.7,14355.26,815,306,Southwest,US,AK,52601,Phone,2025-08-24,,NO,0,dataset_A,2026-05-15 16:41:45,352
A000353,Betty,Johnson,betty.johnson761@icloud.com,(365) 668-7046,1971-06-21,2008-12-17,Checking,Active,88293.0,32705.8,8014.46,547,498,Northeast,US,RI,53418,Social Media,2023-11-23,,NO,0,dataset_A,2026-05-15 16:41:45,353
A000354,Robert,Smith,robert.smith767@gmail.com,(627) 466-9803,2004-06-15,2001-01-23,Checking,Closed,68043.37,20317.34,,823,225,Northeast,US,CT,29134,Social Media,2023-08-17,,NO,0,dataset_A,2026-05-15 16:41:45,354
A000355,Anthony,Perez,anthony.perez146@yahoo.com,(926) 703-5009,1980-09-21,2014-10-31,IRA,Closed,79453.09,10504.25,1554.88,526,288,Midwest,US,MD,30749,Phone,2025-08-31,,NO,0,dataset_A,2026-05-15 16:41:45,355
A000356,Charles,Martinez,,(797) 510-3430,1973-04-10,2023-03-08,Savings,Closed,14225.88,14616.64,7324.33,687,248,West,US,NM,32988,Mail,2023-01-30,email,YES,1,dataset_A,2026-05-15 16:41:45,356
A000357,Nancy,Anderson,nancy.anderson317@yahoo.com,(565) 710-8525,1951-02-04,2023-07-06,Money Market,Active,22043.15,13915.78,4585.46,847,275,Northeast,US,NH,84278,Phone,2024-06-08,,NO,0,dataset_A,2026-05-15 16:41:45,357
A000358,Sarah,Anderson,sarah.anderson707@hotmail.com,(950) 265-3171,1955-06-18,2021-05-29,Checking,Closed,17331.78,48968.87,23421.76,787,277,West,US,NY,49316,,2023-08-17,,NO,0,dataset_A,2026-05-15 16:41:45,358
A000359,Richard,Nguyen,richard.nguyen826@icloud.com,(846) 380-6384,1996-02-18,2013-06-10,Savings,Closed,75432.08,49611.88,15320.35,486,163,West,US,NM,74983,Branch,2025-06-03,,NO,0,dataset_A,2026-05-15 16:41:45,359
A000360,Mark,Perez,mark.perez654@icloud.com,(512) 527-9690,1976-12-02,2006-12-07,CD,Inactive,82167.05,9679.78,1521.01,785,403,Midwest,US,IA,44452,Mail,2024-09-13,,NO,0,dataset_A,2026-05-15 16:41:45,360
A000361,Nancy,Thompson,nancy.thompson850@outlook.com,(613) 256-7697,1962-07-22,2000-11-15,Money Market,Closed,44695.64,,16818.83,504,316,Midwest,US,CT,19755,Branch,2025-09-09,,NO,0,dataset_A,2026-05-15 16:41:45,361
A000362,John,Harris,john.harris705@hotmail.com,(550) 482-9812,1975-07-02,2003-04-27,CD,Inactive,24609.54,49346.46,28329.22,748,293,Midwest,US,OK,79602,Social Media,2023-02-14,,NO,0,dataset_A,2026-05-15 16:41:45,362
A000363,Robert,Lee,robert.lee981@outlook.com,(671) 570-6456,1973-03-28,2001-01-14,CD,Suspended,90462.9,22292.02,1070.71,824,289,Northeast,US,NC,52869,Social Media,2024-08-01,,NO,0,dataset_A,2026-05-15 16:41:45,363
A000364,Robert,Jones,robert.jones579@gmail.com,(289) 787-8675,1967-02-16,2019-05-01,Savings,Closed,97409.87,39029.41,13262.57,742,205,Northeast,US,SC,61111,,2025-05-24,,NO,0,dataset_A,2026-05-15 16:41:45,364
A000365,Joseph,Nguyen,joseph.nguyen691@outlook.com,(932) 790-3500,1963-04-21,2004-07-11,Checking,Inactive,53002.61,32680.64,10701.64,535,103,Southwest,US,LA,40537,Branch,2023-02-25,,NO,0,dataset_A,2026-05-15 16:41:45,365
A000366,Mark,Davis,,(608) 403-4369,2002-12-14,2007-11-08,IRA,Active,2055.1,43376.64,40804.22,666,162,Southeast,US,CO,76441,Referral,2025-11-07,email,YES,1,dataset_A,2026-05-15 16:41:45,366
A000367,Mary,Smith,mary.smith390@hotmail.com,(644) 867-5926,1957-07-30,,Money Market,Active,39730.99,42874.65,24206.14,459,240,Northeast,US,RI,37502,Social Media,2024-08-23,account_open_date,YES,1,dataset_A,2026-05-15 16:41:45,367
A000368,David,Clark,david.clark177@yahoo.com,(312) 366-1491,1977-06-17,2011-11-23,Checking,Closed,,,44093.8,686,369,Southeast,US,CT,11958,Referral,2023-07-08,balance_amount,YES,1,dataset_A,2026-05-15 16:41:45,368
A000369,Linda,Walker,linda.walker476@hotmail.com,(518) 687-8692,1973-01-16,2024-03-22,Checking,Suspended,85542.11,26836.36,15329.99,827,482,Northeast,US,WV,22424,Agent,2023-08-04,,NO,0,dataset_A,2026-05-15 16:41:45,369
